field_id,label,widget_id,type,data_type,category,subcategory,page,risk_score,risk_tier,fill_deterministic,fill_llm_eligible,fill_human_required,fill_source,validators
plaintiff,Plaintiff,W001,text,text,party_attr,plaintiff,0,0,green,Y,,,case_dict,
individually_and_on_behalf_of,individually and on behalf of,W002,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
1,1,W003,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
2,2,W004,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
on_behalf_of,on behalf of,W005,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
1_2,1_2,W006,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
2_2,2_2,W007,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
v_1,V 1,W008,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
on_behalf_of_2,on behalf of_2,W009,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
v_2,V 2,W010,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
defendant_date_of_birth_mmddyyyy,Defendant Date of Birth mmddyyyy,W011,text,text,party_attr,defendant,0,0,green,Y,,,case_dict,
undefined,undefined,W012,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
location_town,Location Town,W013,text,text,case_constant,county,0,0,green,Y,,,case_dict,
defendant_relinquished_weapons_to_law_enforcement,Defendant relinquished weapons to law enforcement,W014,text,text,party_attr,defendant,0,0,green,Y,,,case_dict,
i_have_attached_a_list_describing_each_weapon_relinquished_to_law_enforcement_by_the_defendant_or,I have attached a list describing each weapon relinquished to law enforcement by the defendant or,W015,text,text,party_attr,defendant,0,0,green,Y,,,case_dict,
the_description_of_each_weapon_relinquished_to_law_enforcement_by_the_defendant_is_as_follows,The description of each weapon relinquished to law enforcement by the defendant is as follows,W016,text,text,party_attr,defendant,0,0,green,Y,,,case_dict,
undefined_2,undefined_2,W017,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
1_3,1_3,W018,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
2_3,2_3,W019,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
undefined_3,undefined_3,W020,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
date_the_weapons_waswere_relinquished_to_law_enforcement_by_the_defendant_mmddyyyy,Date the weapons waswere relinquished to law enforcement by the defendant mmddyyyy,W021,text,text,party_attr,defendant,0,0,green,Y,,,case_dict,
firearm,Firearm,W022,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
blunt_weapon,Blunt weapon,W023,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
edged_weapon,Edged weapon,W024,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
defendant_reports_not_possessing_any_additional_weapons_or,Defendant reports not possessing any additional weapons or,W025,text,text,party_attr,defendant,0,0,green,Y,,,case_dict,
defendant_has_additional_weapons_which_the_defendant_has_not_yet_relinquished_and_are_located_at,Defendant has additional weapons which the defendant has not yet relinquished and are located at,W026,text,text,party_attr,defendant,0,0,green,Y,,,case_dict,
undefined_4,undefined_4,W027,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
undefined_5,undefined_5,W028,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
i_have_contacted_list_the_law_enforcement_agencies,I have contacted list the law enforcement agencies,W029,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
defendant_did_not_relinquish_any_weapons_to_law_enforcement_because_check_one_of_the_following,Defendant did not relinquish any weapons to law enforcement because Check one of the following,W030,text,text,party_attr,defendant,0,0,green,Y,,,case_dict,
only_check_this_option_if_you_are_a_law_enforcement_officer_i_asked_the_defendant_and_the_defendant_states_that_there_are_still,Only check this option if you are a law enforcement officer I asked the defendant and the defendant states that there are still,W031,text,text,party_attr,defendant,0,0,green,Y,,,case_dict,
weapons_that_the_defendant_has_not_yet_relinquished_to_law_enforcement_the_defendant_states_that_the_weapons_are_located_at,weapons that the defendant has not yet relinquished to law enforcement  The defendant states that the weapons are located at,W032,text,text,party_attr,defendant,0,0,green,Y,,,case_dict,
i_have_contacted_list_the_law_enforcement_agencies_2,I have contacted list the law enforcement agencies_2,W033,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
only_check_this_option_if_you_are_a_judicial_marshal_i_asked_the_defendant_and_the_defendant_states_that_there_are_still_weapons,Only check this option if you are a judicial marshal I asked the defendant and the defendant states that there are still weapons,W034,text,text,party_attr,defendant,0,0,green,Y,,,case_dict,
that_the_defendant_has_not_yet_relinquished_to_law_enforcement_the_defendant_states_that_the_weapons_are_located_at,that the defendant has not yet relinquished to law enforcement The defendant states that the weapons are located at,W035,text,text,party_attr,defendant,0,0,green,Y,,,case_dict,
defendant_reports_not_possessing_any_weapons_in_any_location,Defendant reports not possessing any weapons in any location,W036,text,text,case_constant,county,0,0,green,Y,,,case_dict,
date_mmddyyyy,Date mmddyyyy,W037,text,text,narrative_derived,date,0,5,green,,Y,,llm_over_narrative,
undefined_6,undefined_6,W038,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
law_enforcement_agency,Law Enforcement Agency,W039,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
text1,Text1,W040,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
