field_id,label,widget_id,type,data_type,category,subcategory,page,risk_score,risk_tier,fill_deterministic,fill_llm_eligible,fill_human_required,fill_source,validators
name_and_address_of_court_1,Name and Address of Court 1,W001,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
name_and_address_of_court_2,Name and Address of Court 2,W002,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
name_and_address_of_court_3,Name and Address of Court 3,W003,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
name_and_address_of_court_4,Name and Address of Court 4,W004,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
text1,Text1,W005,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
text2,Text2,W006,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
plaintiff,Plaintiff,W007,text,text,party_attr,plaintiff,0,0,green,Y,,,case_dict,
defendant,Defendant,W008,text,text,party_attr,defendant,0,0,green,Y,,,case_dict,
this_case_is_scheduled_for_trial_list_beginning_mmddyyyy,This case is scheduled for trial list beginning mmddyyyy,W009,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
the_parties_good_faith_credible_estimate_of_the_time_required_for_the_trial_is,The parties good faith credible estimate of the time required for the trial is,W010,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
check_box3,Check Box3,W011,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
1,1,W012,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
reasons_1,Reasons 1,W013,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
check_box4,Check Box4,W014,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
2,2,W015,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
reasons_2,Reasons 2,W016,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
check_box5,Check Box5,W017,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
3,3,W018,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
reasons_3,Reasons 3,W019,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
check_box6,Check Box6,W020,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
4,4,W021,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
reasons_4,Reasons 4,W022,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
check_box7,Check Box7,W023,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
5,5,W024,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
reasons_5,Reasons 5,W025,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
check_box8,Check Box8,W026,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
6,6,W027,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
reasons_6,Reasons 6,W028,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
date_mmddyyyy,Date mmddyyyy,W029,text,text,narrative_derived,date,0,5,green,,Y,,llm_over_narrative,
undefined_7,undefined_7,W030,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
attorney_for,Attorney for,W031,text,text,party_attr,attorney,0,0,green,Y,,,case_dict,
plaintiff_2,Plaintiff_2,W032,text,text,party_attr,plaintiff,0,0,green,Y,,,case_dict,
defendant_2,Defendant_2,W033,text,text,party_attr,defendant,0,0,green,Y,,,case_dict,
bar_no_if_applicable,Bar No if applicable,W034,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
