field_id,label,widget_id,type,data_type,category,subcategory,page,risk_score,risk_tier,fill_deterministic,fill_llm_eligible,fill_human_required,fill_source,validators
in_re,IN RE,W001,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
location_town,Location Town,W002,text,text,case_constant,county,0,0,green,Y,,,case_dict,
docket_no,Docket No,W003,text,text,case_constant,docket_no,0,0,green,Y,,,case_dict,
i,I,W004,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
am_the,am the,W005,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
biological_parent,biological parent,W006,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
childs_name,Childs name,W007,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
date_of_birth_mmddyyyy,Date of birth mmddyyyy,W008,text,text,narrative_derived,date,0,5,green,,Y,,llm_over_narrative,
childs_name_2,Childs name_2,W009,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
date_of_birth_mmddyyyy_2,Date of birth mmddyyyy_2,W010,text,text,narrative_derived,date,0,5,green,,Y,,llm_over_narrative,
childs_name_3,Childs name_3,W011,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
date_of_birth_mmddyyyy_3,Date of birth mmddyyyy_3,W012,text,text,narrative_derived,date,0,5,green,,Y,,llm_over_narrative,
following_conditions_state_none_if_there_are_no_conditions_to_this_consent_1,following conditions state None if there are no conditions to this consent 1,W013,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
date_mmddyyyy,Date mmddyyyy,W014,text,text,narrative_derived,date,0,5,green,,Y,,llm_over_narrative,
undefined,undefined,W015,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
address_of_parentguardianlegal_custodian_1,Address of ParentGuardianLegal Custodian 1,W016,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
address_of_parentguardianlegal_custodian_2,Address of ParentGuardianLegal Custodian 2,W017,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
address_of_parentguardianlegal_custodian_3,Address of ParentGuardianLegal Custodian 3,W018,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
name_of_the_indian_childs_tribe,Name of the Indian childs Tribe,W019,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
tribal_enrollment_number_for_the_parent_if_known,Tribal enrollment number for the parent if known,W020,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
tribal_enrollment_number_for_the_indian_child_if_known,Tribal enrollment number for the Indian child if known,W021,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
name_and_address_of_the_prospective_foster_parents_if_known,Name and address of the prospective foster parents if known,W022,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
text1,Text1,W023,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
