field_id,label,widget_id,type,data_type,category,subcategory,page,risk_score,risk_tier,fill_deterministic,fill_llm_eligible,fill_human_required,fill_source,validators
judgmentcreditor,JudgmentCreditor,W001,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
locationtown,LocationTown,W002,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
docket_no,Docket No,W003,text,text,case_constant,docket_no,0,0,green,Y,,,case_dict,
judgmentdebtor,JudgmentDebtor,W004,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
i,I,W005,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
inthecapacityof,inthecapacityof,W006,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
thejudgmentdebtor,theJudgmentDebtor,W007,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
corporation,Corporation,W008,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
limitedliabilitycompany,LimitedLiabilityCompany,W009,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
limitedliabilitypartnership,LimitedLiabilityPartnership,W010,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
limitedpartnership,LimitedPartnership,W011,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
nonprofit_corporation,Nonprofit Corporation,W012,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
other,Other,W013,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
2_judgment_debtorsgrossincome,2 Judgment Debtorsgrossincome,W014,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
undefined,undefined,W015,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
per,per,W016,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
3_judgmentdebtorsnetprofit,3 JudgmentDebtorsnetprofit,W017,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
per_2,per_2,W018,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
debt_owedto_1,DEBT OWEDTO 1,W019,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
debt_owedto_2,DEBT OWEDTO 2,W020,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
debt_owedto_3,DEBT OWEDTO 3,W021,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
undefined_2,undefined_2,W022,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
per_3,per_3,W023,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
undefined_3,undefined_3,W024,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
undefined_4,undefined_4,W025,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
per_4,per_4,W026,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
undefined_5,undefined_5,W027,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
undefined_6,undefined_6,W028,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
per_5,per_5,W029,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
undefined_7,undefined_7,W030,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
5_judgmentdebtoragreestopay,5 JudgmentDebtoragreestopay,W031,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
per_6,per_6,W032,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
commencingmmddyyyy,commencingmmddyyyy,W033,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
to,to,W034,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
i_swearunderpenaltyofperjurythattheabove_statementsaretrueandcorrect_i_understandthatthese,I swearunderpenaltyofperjurythattheabove statementsaretrueandcorrect I understandthatthese,W035,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
date_mmddyyyy,Date mmddyyyy,W036,text,text,narrative_derived,date,0,5,green,,Y,,llm_over_narrative,
signature_electronic_or_actual,signature electronic or actual,W037,text,text,signature,signature,0,53,orange,,,Y,wet_ink,
title,Title,W038,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
personallyappearedtheabovenamed,Personallyappearedtheabovenamed,W039,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
