field_id,label,widget_id,type,data_type,category,subcategory,page,risk_score,risk_tier,fill_deterministic,fill_llm_eligible,fill_human_required,fill_source,validators
check_box3,Check Box3,W001,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
plaintiff,Plaintiff,W002,text,text,party_attr,plaintiff,0,0,green,Y,,,case_dict,
location_town,Location Town,W003,text,text,case_constant,county,0,0,green,Y,,,case_dict,
docket_no,Docket No,W004,text,text,case_constant,docket_no,0,0,green,Y,,,case_dict,
defendant,Defendant,W005,text,text,party_attr,defendant,0,0,green,Y,,,case_dict,
in_re,IN RE,W006,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
undefined_2,undefined_2,W007,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
i,I,W008,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
true_to_the_best_of_my_knowledge_and_belief_1,true to the best of my knowledge and belief 1,W009,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
true_to_the_best_of_my_knowledge_and_belief_2,true to the best of my knowledge and belief 2,W010,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
true_to_the_best_of_my_knowledge_and_belief_3,true to the best of my knowledge and belief 3,W011,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
true_to_the_best_of_my_knowledge_and_belief_4,true to the best of my knowledge and belief 4,W012,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
true_to_the_best_of_my_knowledge_and_belief_5,true to the best of my knowledge and belief 5,W013,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
true_to_the_best_of_my_knowledge_and_belief_6,true to the best of my knowledge and belief 6,W014,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
true_to_the_best_of_my_knowledge_and_belief_7,true to the best of my knowledge and belief 7,W015,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
true_to_the_best_of_my_knowledge_and_belief_8,true to the best of my knowledge and belief 8,W016,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
true_to_the_best_of_my_knowledge_and_belief_9,true to the best of my knowledge and belief 9,W017,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
true_to_the_best_of_my_knowledge_and_belief_10,true to the best of my knowledge and belief 10,W018,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
true_to_the_best_of_my_knowledge_and_belief_11,true to the best of my knowledge and belief 11,W019,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
true_to_the_best_of_my_knowledge_and_belief_12,true to the best of my knowledge and belief 12,W020,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
true_to_the_best_of_my_knowledge_and_belief_13,true to the best of my knowledge and belief 13,W021,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
true_to_the_best_of_my_knowledge_and_belief_14,true to the best of my knowledge and belief 14,W022,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
true_to_the_best_of_my_knowledge_and_belief_15,true to the best of my knowledge and belief 15,W023,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
true_to_the_best_of_my_knowledge_and_belief_16,true to the best of my knowledge and belief 16,W024,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
true_to_the_best_of_my_knowledge_and_belief_17,true to the best of my knowledge and belief 17,W025,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
true_to_the_best_of_my_knowledge_and_belief_18,true to the best of my knowledge and belief 18,W026,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
true_to_the_best_of_my_knowledge_and_belief_19,true to the best of my knowledge and belief 19,W027,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
statements_are_made_for_use_as_evidence_in_court_and_that_i_am_subject_to_prosecution_for_perjury_punishable_by,statements are made for use as evidence in court and that I am subject to prosecution for perjury punishable by,W028,text,text,narrative_derived,free_text,1,5,green,,Y,,llm_over_narrative,
date_mmddyyyy,Date mmddyyyy,W029,text,text,narrative_derived,date,1,5,green,,Y,,llm_over_narrative,
undefined_3,undefined_3,W030,text,text,narrative_derived,free_text,1,5,green,,Y,,llm_over_narrative,
