field_id,label,widget_id,type,data_type,category,subcategory,page,risk_score,risk_tier,fill_deterministic,fill_llm_eligible,fill_human_required,fill_source,validators
plaintiff,Plaintiff,W001,text,text,party_attr,plaintiff,0,0,green,Y,,,case_dict,
undefined,undefined,W002,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
v_1,V 1,W003,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
v_2,V 2,W004,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
superior_court,Superior Court,W005,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
district_court,District Court,W006,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
undefined_2,undefined_2,W007,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
text1,Text1,W008,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
docket_no,Docket No,W009,text,text,case_constant,docket_no,0,0,green,Y,,,case_dict,
plaintiff,PLAINTIFF,W010,text,text,party_attr,plaintiff,0,0,green,Y,,,case_dict,
defendant,DEFENDANT,W011,text,text,party_attr,defendant,0,0,green,Y,,,case_dict,
filing_fee,filing fee,W012,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
service_costs,service costs,W013,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
mediation_fee,mediation fee,W014,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
jury_fee,jury fee,W015,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
appeal_fee_or,appeal fee or,W016,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
other,other,W017,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
i_am_without_funds_to_pay_the_x_all_that_apply,I am without funds to pay the X all that apply,W018,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
i_request_that_service_costs_be_paid_without_first_attempting_service_by_mail_because,I request that service costs be paid without first attempting service by mail because,W019,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
1,1,W020,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
date_mmddyyyy_app,Date mmddyyyy app,W021,text,text,narrative_derived,date,0,5,green,,Y,,llm_over_narrative,
undefined_3adsfad,undefined_3adsfad,W022,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
text2,Text2,W023,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
address,Address,W024,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
text3,Text3,W025,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
text4,Text4,W026,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
