field_id,label,widget_id,type,data_type,category,subcategory,page,risk_score,risk_tier,fill_deterministic,fill_llm_eligible,fill_human_required,fill_source,validators
judgment_creditor,Judgment Creditor,W001,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
judgment_debtor,Judgment Debtor,W002,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
location_town,Location Town,W003,text,text,case_constant,county,0,0,green,Y,,,case_dict,
docket_no,Docket No,W004,text,text,case_constant,docket_no,0,0,green,Y,,,case_dict,
civil_order_of_arrest,CIVIL ORDER OF ARREST,W005,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
order_for_appearance,ORDER FOR APPEARANCE,W006,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
undefined,undefined,W007,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
2_the_judgment_debtor_presently_resides_at,2 The judgment debtor presently resides at,W008,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
text1,Text1,W009,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
i_have_the_following_information_about_the_judgment_debtor,I have the following information about the judgment debtor,W010,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
date_of_birth_mmddyyyy_or_approximate_age,Date of birth mmddyyyy or approximate age,W011,text,text,narrative_derived,date,0,5,green,,Y,,llm_over_narrative,
hair_color,Hair color,W012,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
height,Height,W013,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
eye_color,Eye color,W014,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
weight,Weight,W015,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
race,Race,W016,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
i_have_none_of_the_above_information_about_the_judgment_debtor,I have none of the above information about the judgment debtor,W017,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
5_my_mailing_address_is,5 My mailing address is,W018,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
7_i_request_this_court_to_issue,7 I request this court to issue,W019,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
a_civil_order_of_arrest,a civil order of arrest,W020,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
an_order_for_appearance_for_the_judgment,an order for appearance for the judgment,W021,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
date_mmddyyyy,Date mmddyyyy,W022,text,text,narrative_derived,date,0,5,green,,Y,,llm_over_narrative,
undefined_2,undefined_2,W023,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
bar_no_if_applicable,Bar No if applicable,W024,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
