field_id,label,widget_id,type,data_type,category,subcategory,page,risk_score,risk_tier,fill_deterministic,fill_llm_eligible,fill_human_required,fill_source,validators
check_box22,Check Box22,W001,text,text,narrative_derived,free_text,2,5,green,,Y,,llm_over_narrative,
check_box23,Check Box23,W002,text,text,narrative_derived,free_text,2,5,green,,Y,,llm_over_narrative,
check_box24,Check Box24,W003,text,text,narrative_derived,free_text,2,5,green,,Y,,llm_over_narrative,
text1,Text1,W004,text,text,narrative_derived,free_text,2,5,green,,Y,,llm_over_narrative,
text2,Text2,W005,text,text,narrative_derived,free_text,2,5,green,,Y,,llm_over_narrative,
text3,Text3,W006,text,text,narrative_derived,free_text,2,5,green,,Y,,llm_over_narrative,
text4,Text4,W007,text,text,narrative_derived,free_text,2,5,green,,Y,,llm_over_narrative,
text5,Text5,W008,text,text,narrative_derived,free_text,2,5,green,,Y,,llm_over_narrative,
text6,Text6,W009,text,text,narrative_derived,free_text,2,5,green,,Y,,llm_over_narrative,
text7,Text7,W010,text,text,narrative_derived,free_text,2,5,green,,Y,,llm_over_narrative,
text8,Text8,W011,text,text,narrative_derived,free_text,2,5,green,,Y,,llm_over_narrative,
text9,Text9,W012,text,text,narrative_derived,free_text,2,5,green,,Y,,llm_over_narrative,
check_box19,Check Box19,W013,text,text,narrative_derived,free_text,4,5,green,,Y,,llm_over_narrative,
check_box20,Check Box20,W014,text,text,narrative_derived,free_text,4,5,green,,Y,,llm_over_narrative,
check_box21,Check Box21,W015,text,text,narrative_derived,free_text,4,5,green,,Y,,llm_over_narrative,
text10,Text10,W016,text,text,narrative_derived,free_text,4,5,green,,Y,,llm_over_narrative,
text11,Text11,W017,text,text,narrative_derived,free_text,4,5,green,,Y,,llm_over_narrative,
text12,Text12,W018,text,text,narrative_derived,free_text,4,5,green,,Y,,llm_over_narrative,
text13,Text13,W019,text,text,narrative_derived,free_text,4,5,green,,Y,,llm_over_narrative,
text14,Text14,W020,text,text,narrative_derived,free_text,4,5,green,,Y,,llm_over_narrative,
text15,Text15,W021,text,text,narrative_derived,free_text,4,5,green,,Y,,llm_over_narrative,
text16,Text16,W022,text,text,narrative_derived,free_text,4,5,green,,Y,,llm_over_narrative,
text18,Text18,W023,text,text,narrative_derived,free_text,4,5,green,,Y,,llm_over_narrative,
text17,Text17,W024,text,text,narrative_derived,free_text,4,5,green,,Y,,llm_over_narrative,
plaintiff,Plaintiff,W025,text,text,party_attr,plaintiff,5,0,green,Y,,,case_dict,
v,V,W026,text,text,narrative_derived,free_text,5,5,green,,Y,,llm_over_narrative,
defendants,Defendants,W027,text,text,narrative_derived,free_text,5,5,green,,Y,,llm_over_narrative,
and_all_other_occupants,And All Other Occupants,W028,text,text,narrative_derived,free_text,5,5,green,,Y,,llm_over_narrative,
location_town,Location Town,W029,text,text,case_constant,county,5,0,green,Y,,,case_dict,
docket_no,Docket No,W030,text,text,case_constant,docket_no,5,0,green,Y,,,case_dict,
now_comes_the_plaintiff,NOW COMES the Plaintiff,W031,text,text,party_attr,plaintiff,5,0,green,Y,,,case_dict,
1_the_plaintiff_is_the_owner_of_the_premises_located_at,1 The plaintiff is the owner of the premises located at,W032,text,text,party_attr,plaintiff,5,0,green,Y,,,case_dict,
maine,Maine,W033,text,text,narrative_derived,free_text,5,5,green,,Y,,llm_over_narrative,
the_defendants_isare_more_than,The defendants isare more than,W034,text,text,narrative_derived,free_text,5,5,green,,Y,,llm_over_narrative,
months_in_arrears_of_payment_of_rent,months in arrears of payment of rent,W035,text,text,narrative_derived,free_text,5,5,green,,Y,,llm_over_narrative,
the_defendants_hashave_breached_certain_terms_and_conditions_of_the_lease,The defendants hashave breached certain terms and conditions of the lease,W036,text,text,narrative_derived,free_text,5,5,green,,Y,,llm_over_narrative,
the_defendants_hashave_engaged_in_other_conduct_that_justifies_eviction_under_applicable_law,The defendants hashave engaged in other conduct that justifies eviction under applicable law,W037,text,text,narrative_derived,free_text,5,5,green,,Y,,llm_over_narrative,
other_please_specify,Other please specify,W038,text,text,narrative_derived,free_text,5,5,green,,Y,,llm_over_narrative,
undefined,undefined,W039,text,text,narrative_derived,free_text,5,5,green,,Y,,llm_over_narrative,
the_defendants_waswere_served_with_a_notice_to_quit_on_mmddyyyy,The defendants waswere served with a Notice to Quit on mmddyyyy,W040,text,text,narrative_derived,free_text,5,5,green,,Y,,llm_over_narrative,
undefined_2,undefined_2,W041,text,text,narrative_derived,free_text,5,5,green,,Y,,llm_over_narrative,
the_defendants_waswere_not_served_with_a_notice_to_quit,The defendants waswere not served with a Notice to Quit,W042,text,text,narrative_derived,free_text,5,5,green,,Y,,llm_over_narrative,
the_notice_to_quit_served_on_the_defendants,The Notice to Quit served on the defendants,W043,text,text,narrative_derived,free_text,5,5,green,,Y,,llm_over_narrative,
the_lease_agreement_signed_by_the_parties,The lease agreement signed by the parties,W044,text,text,signature,signature,5,53,orange,,,Y,wet_ink,
other_please_specify_2,Other please specify_2,W045,text,text,narrative_derived,free_text,5,5,green,,Y,,llm_over_narrative,
undefined_3,undefined_3,W046,text,text,narrative_derived,free_text,5,5,green,,Y,,llm_over_narrative,
there_is_nothing_attached_to_this_complaint,There is nothing attached to this complaint,W047,text,text,narrative_derived,free_text,5,5,green,,Y,,llm_over_narrative,
additional_allegations_in_support_of_the_plaintiffs_claim_if_you_need_additional_space_attach_a,Additional allegations in support of the plaintiffs claim if you need additional space attach a,W048,text,text,narrative_derived,free_text,6,5,green,,Y,,llm_over_narrative,
separate_sheet_1,separate sheet 1,W049,text,text,narrative_derived,free_text,6,5,green,,Y,,llm_over_narrative,
maine_2,Maine_2,W050,text,text,narrative_derived,free_text,6,5,green,,Y,,llm_over_narrative,
date_mmddyyyy,Date mmddyyyy,W051,text,text,narrative_derived,date,6,5,green,,Y,,llm_over_narrative,
undefined_4,undefined_4,W052,text,text,narrative_derived,free_text,6,5,green,,Y,,llm_over_narrative,
plaintiff_2,Plaintiff_2,W053,text,text,party_attr,plaintiff,6,0,green,Y,,,case_dict,
attorney_for_plaintiff,Attorney for Plaintiff,W054,text,text,party_attr,attorney,6,0,green,Y,,,case_dict,
printed_name,Printed Name,W055,text,text,narrative_derived,free_text,6,5,green,,Y,,llm_over_narrative,
bar_number_if_applicable,Bar Number if applicable,W056,text,text,narrative_derived,free_text,6,5,green,,Y,,llm_over_narrative,
plaintiff_attorney_1,Plaintiff Attorney 1,W057,text,text,party_attr,attorney,6,0,green,Y,,,case_dict,
mailing_address,Mailing Address,W058,text,text,narrative_derived,free_text,6,5,green,,Y,,llm_over_narrative,
plaintiff_attorney_2,Plaintiff Attorney 2,W059,text,text,party_attr,attorney,6,0,green,Y,,,case_dict,
undefined_5,undefined_5,W060,text,text,narrative_derived,free_text,6,5,green,,Y,,llm_over_narrative,
telephone_office,Telephone Office,W061,text,text,narrative_derived,free_text,6,5,green,,Y,,llm_over_narrative,
email,Email,W062,text,text,narrative_derived,free_text,6,5,green,,Y,,llm_over_narrative,
plaintiff_1,Plaintiff 1,W063,text,text,party_attr,plaintiff,6,0,green,Y,,,case_dict,
mailing_address_2,Mailing Address_2,W064,text,text,narrative_derived,free_text,6,5,green,,Y,,llm_over_narrative,
plaintiff_2,Plaintiff 2,W065,text,text,party_attr,plaintiff,6,0,green,Y,,,case_dict,
undefined_6,undefined_6,W066,text,text,narrative_derived,free_text,6,5,green,,Y,,llm_over_narrative,
telephone_cell,Telephone Cell,W067,text,text,narrative_derived,free_text,6,5,green,,Y,,llm_over_narrative,
email_2,Email_2,W068,text,text,narrative_derived,free_text,6,5,green,,Y,,llm_over_narrative,
defendant_attorney_1,Defendant Attorney 1,W069,text,text,party_attr,attorney,6,0,green,Y,,,case_dict,
mailing_address_1,Mailing Address 1,W070,text,text,narrative_derived,free_text,6,5,green,,Y,,llm_over_narrative,
defendant_attorney_2,Defendant Attorney 2,W071,text,text,party_attr,attorney,6,0,green,Y,,,case_dict,
defendant_attorney_address_line_2,Mailing Address 2,W072,text,text,narrative_derived,free_text,6,5,green,,Y,,llm_over_narrative,
telephone_office_2,Telephone Office_2,W073,text,text,narrative_derived,free_text,6,5,green,,Y,,llm_over_narrative,
email_3,Email_3,W074,text,text,narrative_derived,free_text,6,5,green,,Y,,llm_over_narrative,
defendant_1,Defendant 1,W075,text,text,party_attr,defendant,6,0,green,Y,,,case_dict,
mailing_address_1_2,Mailing Address 1_2,W076,text,text,narrative_derived,free_text,6,5,green,,Y,,llm_over_narrative,
defendant_2,Defendant 2,W077,text,text,party_attr,defendant,6,0,green,Y,,,case_dict,
mailing_address_2_2,Mailing Address 2_2,W078,text,text,narrative_derived,free_text,6,5,green,,Y,,llm_over_narrative,
telephone_cell_2,Telephone Cell_2,W079,text,text,narrative_derived,free_text,6,5,green,,Y,,llm_over_narrative,
email_4,Email_4,W080,text,text,narrative_derived,free_text,6,5,green,,Y,,llm_over_narrative,
defendant_attorney_1_2,Defendant Attorney 1_2,W081,text,text,party_attr,attorney,6,0,green,Y,,,case_dict,
mailing_address_1_3,Mailing Address 1_3,W082,text,text,narrative_derived,free_text,6,5,green,,Y,,llm_over_narrative,
defendant_attorney_2_2,Defendant Attorney 2_2,W083,text,text,party_attr,attorney,6,0,green,Y,,,case_dict,
mailing_address_2_3,Mailing Address 2_3,W084,text,text,narrative_derived,free_text,6,5,green,,Y,,llm_over_narrative,
telephone_office_3,Telephone Office_3,W085,text,text,narrative_derived,free_text,6,5,green,,Y,,llm_over_narrative,
email_5,Email_5,W086,text,text,narrative_derived,free_text,6,5,green,,Y,,llm_over_narrative,
defendant_1_2,Defendant 1_2,W087,text,text,party_attr,defendant,6,0,green,Y,,,case_dict,
mailing_address_1_4,Mailing Address 1_4,W088,text,text,narrative_derived,free_text,6,5,green,,Y,,llm_over_narrative,
defendant_2_2,Defendant 2_2,W089,text,text,party_attr,defendant,6,0,green,Y,,,case_dict,
mailing_address_2_4,Mailing Address 2_4,W090,text,text,narrative_derived,free_text,6,5,green,,Y,,llm_over_narrative,
telephone_cell_3,Telephone Cell_3,W091,text,text,narrative_derived,free_text,6,5,green,,Y,,llm_over_narrative,
email_6,Email_6,W092,text,text,narrative_derived,free_text,6,5,green,,Y,,llm_over_narrative,
