field_id,label,widget_id,type,data_type,category,subcategory,page,risk_score,risk_tier,fill_deterministic,fill_llm_eligible,fill_human_required,fill_source,validators
check_box1,Check Box1,W001,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
plaintiffpetitioner,PlaintiffPetitioner,W002,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
superior_court,Superior Court,W003,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
district_court,District Court,W004,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
unified_criminal_docket,Unified Criminal Docket,W005,text,text,case_constant,docket_no,0,0,green,Y,,,case_dict,
supreme_judicial_court,Supreme Judicial Court,W006,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
county,County,W007,text,text,case_constant,county,0,0,green,Y,,,case_dict,
defendantrespondent,DefendantRespondent,W008,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
location_town,Location Town,W009,text,text,case_constant,county,0,0,green,Y,,,case_dict,
other_party,Other Party,W010,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
docket_no,Docket No,W011,text,text,case_constant,docket_no,0,0,green,Y,,,case_dict,
in_re,IN RE,W012,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
undefined,undefined,W013,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
electronic_receipt_i_choose_to_opt_in_to_allow_other_parties_to_email_me_documents_in_this_case_i_have_reviewed_and,Electronic Receipt I choose to OPT IN to allow other parties to email me documents in this case I have reviewed and,W014,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
i_have_a_trusted_email_account_and_i_have_daily_access_to_this_account,I have a trusted email account and I have daily access to this account,W015,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
i_understand_that_i_will_receive_timesensitive_documents_through_this_email_address_including_documents,I understand that I will receive timesensitive documents through this email address including documents,W016,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
this_email_account_has_available_electronic_storage_of_at_least_1_gigabyte,This email account has available electronic storage of at least 1 gigabyte,W017,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
this_email_account_accepts_emails_with_attachments_of_up_to_10_megabytes_and,This email account accepts emails with attachments of up to 10 megabytes and,W018,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
i_will_be_able_to_maintain_this_email_account_throughout_this_case,I will be able to maintain this email account throughout this case,W019,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
date_mmddyyyy,Date mmddyyyy,W020,text,text,narrative_derived,date,0,5,green,,Y,,llm_over_narrative,
undefined_2,undefined_2,W021,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
print_name,Print name,W022,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
print_email_address,Print email address,W023,text,text,narrative_derived,free_text,0,5,green,,Y,,llm_over_narrative,
